Target,Subject,Data Modality,Classifier,Accuracy,F1-score
Valence,9,IMU,RF,0.4075068719913586,0.3797013616307547
Valence,9,Mask-All,DL,0.7560975609756098,0.7838827838827839
Valence,9,Mask-All,GaussianSVM,0.7745796286000313,0.7571679225399467
Valence,9,Mask-All,KNN,0.6347667590890048,0.6204801426670165
Valence,9,Mask-All,LinearRidge,0.7572853523690767,0.7435161784530657
Valence,9,Mask-All,RF,0.7839414414440685,0.7726943977887691
Valence,10,Annotations,DL,1.0,1.0
Valence,10,Annotations,GaussianSVM,0.7978377789641659,0.7896592680975089
Valence,10,Annotations,KNN,0.775717335949508,0.7692403924019522
Valence,10,Annotations,LinearRidge,0.7830205925490611,0.772338778072981
Valence,10,Annotations,RF,0.7927147876759408,0.7825338657581299
Valence,10,EMG A,DL,0.6585365853658537,0.6723311546840959
Valence,10,EMG A,GaussianSVM,0.7929622181850459,0.7849096985302652
Valence,10,EMG A,KNN,0.7492182090402624,0.7345436987420927
Valence,10,EMG A,LinearRidge,0.7913372947012136,0.785218996205432
Valence,10,EMG A,RF,0.7921531959626554,0.7783245044846767
Valence,10,EMG C,DL,0.7317073170731707,0.648455710955711
Valence,10,EMG C,GaussianSVM,0.463999606066207,0.4149954859166763
Valence,10,EMG C,KNN,0.4345308721789495,0.4097603932824097
Valence,10,EMG C,LinearRidge,0.4779007760862429,0.4285516064363502
Valence,10,EMG C,RF,0.4789340909747626,0.4257620644951199
Valence,10,HRV,DL,0.4390243902439024,0.2033898305084746
Valence,10,HRV,GaussianSVM,0.4018982256880035,0.3366679059159558
Valence,10,HRV,KNN,0.3753422852041266,0.3495716223550506
Valence,10,HRV,LinearRidge,0.3980314540427829,0.3444634615031843
Valence,10,HRV,RF,0.3446514260682461,0.32564582957144
Valence,10,IMU,DL,0.5609756097560976,0.5378779589305905
Valence,10,IMU,GaussianSVM,0.5152315007135043,0.4868735597204772
Valence,10,IMU,KNN,0.4041474816917956,0.3835502173254839
Valence,10,IMU,LinearRidge,0.499148266705024,0.4641740265687379
Valence,10,IMU,RF,0.4427214555234996,0.4063030813144526
Valence,10,Mask-All,DL,0.8048780487804879,0.8104575163398694
Valence,10,Mask-All,GaussianSVM,0.7704926107431725,0.7513587976252339
Valence,10,Mask-All,KNN,0.6518171423303244,0.6394245094599134
Valence,10,Mask-All,LinearRidge,0.7681218157205066,0.7485370090039778
Valence,10,Mask-All,RF,0.7785698823757171,0.7695968020537097
Valence,11,Annotations,DL,1.0,1.0
Valence,11,Annotations,GaussianSVM,0.800341753793193,0.7903801280902588
Valence,11,Annotations,KNN,0.7704317082981185,0.7642031692134448
Valence,11,Annotations,LinearRidge,0.7810599153342654,0.7695686073117813
Valence,11,Annotations,RF,0.7923247104059563,0.7816887201147131
Valence,11,EMG A,DL,0.7560975609756098,0.7888294711824123
Valence,11,EMG A,GaussianSVM,0.7857143511101783,0.7784078644609406
Valence,11,EMG A,KNN,0.7350938386444059,0.7160067016458608
Valence,11,EMG A,LinearRidge,0.7923821707276616,0.7860539891437204
Valence,11,EMG A,RF,0.7843948040010756,0.7788041885256136
Valence,11,EMG C,DL,0.6097560975609756,0.5536439665471923
Valence,11,EMG C,GaussianSVM,0.4835091621880844,0.4291458668556051
Valence,11,EMG C,KNN,0.4229562603049071,0.3963429260184339
Valence,11,EMG C,LinearRidge,0.4500388039310417,0.3988795847603014
Valence,11,EMG C,RF,0.443922659870087,0.3922528533654013
Valence,11,HRV,DL,0.2195121951219512,0.2138996138996138
Valence,11,HRV,GaussianSVM,0.3796185418937651,0.3352042931765144
Valence,11,HRV,KNN,0.3721817317609062,0.3534903265674516
Valence,11,HRV,LinearRidge,0.3850798252493078,0.3504748471012007
Valence,11,HRV,RF,0.3739273152454449,0.3441864114144707
Valence,11,IMU,DL,0.5609756097560976,0.550537634408602
Valence,11,IMU,GaussianSVM,0.5180692839501048,0.4924465377565238
Valence,11,IMU,KNN,0.4015442912126822,0.3820634063777327
Valence,11,IMU,LinearRidge,0.4911716086182063,0.4562346319363756
Valence,11,IMU,RF,0.4458435587499947,0.4050947826741964
Valence,11,Mask-All,DL,0.7073170731707317,0.7230297524415171
Valence,11,Mask-All,GaussianSVM,0.7670958852198198,0.7510293402600399
Valence,11,Mask-All,KNN,0.6242860210060862,0.6097805276318781
Valence,11,Mask-All,LinearRidge,0.758140777571048,0.74897537244282
Valence,11,Mask-All,RF,0.774463100410244,0.7656416521724991
Valence,12,Annotations,DL,1.0,1.0
Valence,12,Annotations,GaussianSVM,0.7994532541409538,0.7892856808409654
Valence,12,Annotations,KNN,0.7746531488597991,0.7677120109110778
Valence,12,Annotations,LinearRidge,0.7825878986522505,0.7710656828220451
Valence,12,Annotations,RF,0.7926403695626358,0.7819555054977408
Valence,12,EMG A,DL,0.6829268292682927,0.6815316681835036
Valence,12,EMG A,GaussianSVM,0.7867631955412113,0.7794073040391596
Valence,12,EMG A,KNN,0.7433963803288948,0.7243982108913682
Valence,12,EMG A,LinearRidge,0.7985706556271073,0.7910578146466373
Valence,12,EMG A,RF,0.7837632606670388,0.7761539857385695
Valence,12,EMG C,DL,0.6829268292682927,0.6100146198830411
Valence,12,EMG C,GaussianSVM,0.4412623161334181,0.3890796762761581
Valence,12,EMG C,KNN,0.4121179636860639,0.3883096595716088
Valence,12,EMG C,LinearRidge,0.4360632718941721,0.3815206098741215
Valence,12,EMG C,RF,0.4382668516259798,0.3857465964382092
Valence,12,HRV,DL,0.1951219512195122,0.183080808080808
Valence,12,HRV,GaussianSVM,0.407394578569809,0.3442998811382826
Valence,12,HRV,KNN,0.3946338222462355,0.373479380544844
Valence,12,HRV,LinearRidge,0.4068881303288917,0.3544141049316358
Valence,12,HRV,RF,0.359767744293096,0.3423170452517128
Valence,12,IMU,DL,0.5853658536585366,0.5406925020461906
Valence,12,IMU,GaussianSVM,0.5249585913618632,0.4958697657892875
Valence,12,IMU,KNN,0.4117657087890909,0.3919652618603997
Valence,12,IMU,LinearRidge,0.5096696069047775,0.477895784978683
Valence,12,IMU,RF,0.463582054992159,0.4241656175532188
Valence,12,Mask-All,DL,0.6341463414634146,0.6737729108418763
Valence,12,Mask-All,GaussianSVM,0.7672860040582843,0.7483514548286677
Valence,12,Mask-All,KNN,0.6348138138361011,0.620809636890456
Valence,12,Mask-All,LinearRidge,0.7549278728411455,0.7390228318088727
Valence,12,Mask-All,RF,0.7829094153484301,0.7741777863245317
Valence,13,Annotations,DL,1.0,1.0
Valence,13,Annotations,GaussianSVM,0.7969403208828285,0.7878512487401041
Valence,13,Annotations,KNN,0.7703779135093031,0.7635833552686154
Valence,13,Annotations,LinearRidge,0.7806723459638634,0.7692924567536186
Valence,13,Annotations,RF,0.7939978919176429,0.784268760287437
Valence,13,EMG A,DL,0.7317073170731707,0.7692307692307692
Valence,13,EMG A,GaussianSVM,0.8067574909766616,0.8010621075974997
Valence,13,EMG A,KNN,0.7454273433195753,0.726396836662773
Valence,13,EMG A,LinearRidge,0.8091693990402411,0.8017360743126691
Valence,13,EMG A,RF,0.7936233721829453,0.7855004721779898
Valence,13,EMG C,DL,0.6585365853658537,0.4952978056426332
Valence,13,EMG C,GaussianSVM,0.457888470009539,0.4024289415798574
Valence,13,EMG C,KNN,0.4369414258451416,0.4087464274050558
Valence,13,EMG C,LinearRidge,0.4572446235854179,0.4000060979475697
Valence,13,EMG C,RF,0.4322548082425521,0.3880853211437008
Valence,13,HRV,DL,0.1951219512195122,0.1894087069525666
Valence,13,HRV,GaussianSVM,0.3577423406422945,0.3259002378598785
Valence,13,HRV,KNN,0.3779405586748358,0.3578565955486809
Valence,13,HRV,LinearRidge,0.4025362599293152,0.3456412545181544
Valence,13,HRV,RF,0.3478547718397135,0.3274881379978107
Valence,13,IMU,DL,0.6585365853658537,0.5906862745098039
Valence,13,IMU,GaussianSVM,0.5260957234022501,0.4973081886973747
Valence,13,IMU,KNN,0.4164119402449712,0.3975829927109591
Valence,13,IMU,LinearRidge,0.5024059456307594,0.4729938645563183
Valence,13,IMU,RF,0.448816501113168,0.4092375741351905
Valence,13,Mask-All,DL,0.6585365853658537,0.7083632019115891
Valence,13,Mask-All,GaussianSVM,0.7728011814365098,0.7558768258320153
Valence,13,Mask-All,KNN,0.6525758673188852,0.6367533040454048
Valence,13,Mask-All,LinearRidge,0.7705447228042936,0.7590162088533637
Valence,13,Mask-All,RF,0.7871088642470137,0.7738340823365674
Valence,14,Annotations,DL,1.0,1.0
Valence,14,Annotations,GaussianSVM,0.8201067007963144,0.8110347089088068
Valence,14,Annotations,KNN,0.8039735684946722,0.7981168028601355
Valence,14,Annotations,LinearRidge,0.8043823747196792,0.7937605775460479
Valence,14,Annotations,RF,0.8161711307906315,0.8057747932856183
Valence,14,EMG A,DL,0.6829268292682927,0.728817587641117
Valence,14,EMG A,GaussianSVM,0.7988260063259444,0.7945638758341965
Valence,14,EMG A,KNN,0.751990826730107,0.7338651461625056
Valence,14,EMG A,LinearRidge,0.7986194824001795,0.7926283160112856
Valence,14,EMG A,RF,0.7918549107956125,0.7871179976128464
Valence,14,EMG C,DL,0.7073170731707317,0.7120118845500848
Valence,14,EMG C,GaussianSVM,0.4483480696708363,0.3952126926033996
Valence,14,EMG C,KNN,0.4260642573725595,0.4017025481700074
Valence,14,EMG C,LinearRidge,0.4248810869873578,0.3775116839913559
Valence,14,EMG C,RF,0.4370256948975577,0.3923102188947561
Valence,14,HRV,DL,0.3902439024390244,0.1871345029239766
Valence,14,HRV,GaussianSVM,0.3496645802660301,0.3211860280666858
Valence,14,HRV,KNN,0.3822732095662563,0.3614502422645301
Valence,14,HRV,LinearRidge,0.3870214976892815,0.3318148388778763
Valence,14,HRV,RF,0.3601023812350945,0.3307966370911405
Valence,14,IMU,DL,0.5853658536585366,0.5370025896341685
Valence,14,IMU,GaussianSVM,0.5293468354382241,0.5030828963896722
Valence,14,IMU,KNN,0.4263573617798334,0.4042577858081689
Valence,14,IMU,LinearRidge,0.5055636058601864,0.4727593656470963
Valence,14,IMU,RF,0.4482302514934462,0.4099539234015494
Valence,14,Mask-All,DL,0.7073170731707317,0.7358730158730159
Valence,14,Mask-All,GaussianSVM,0.7727017008775664,0.7568970027261778
Valence,14,Mask-All,KNN,0.6400834088392878,0.6272227377651425
Valence,14,Mask-All,LinearRidge,0.7665689722524979,0.7578258531550559
Valence,14,Mask-All,RF,0.7853197162885729,0.7797120589265948
Valence,15,Annotations,DL,1.0,1.0
Valence,15,Annotations,GaussianSVM,0.7967677132019108,0.7866022564451363
Valence,15,Annotations,KNN,0.7667052234563179,0.7605671034790018
Valence,15,Annotations,LinearRidge,0.7806056284026321,0.7692293389121235
Valence,15,Annotations,RF,0.7917010717293766,0.7822605680022692
Valence,15,EMG A,DL,0.7560975609756098,0.751388888888889
Valence,15,EMG A,GaussianSVM,0.7972135116078333,0.7914011071215175
Valence,15,EMG A,KNN,0.738310069927704,0.718760278578718
Valence,15,EMG A,LinearRidge,0.7980153457081725,0.7921249470192167
Valence,15,EMG A,RF,0.7829502004535113,0.7751730623495059
Valence,15,EMG C,DL,0.5609756097560976,0.5189393939393939
Valence,15,EMG C,GaussianSVM,0.4745706281142438,0.4243039527578311
Valence,15,EMG C,KNN,0.4231457623375736,0.4033757692863029
Valence,15,EMG C,LinearRidge,0.4435877530148052,0.3900283358411999
Valence,15,EMG C,RF,0.4103609738681625,0.3713521352949919
Valence,15,HRV,DL,0.3658536585365853,0.3404761904761904
Valence,15,HRV,GaussianSVM,0.3801350678161051,0.32670015684602
Valence,15,HRV,KNN,0.3846800926119108,0.3605773797225555
Valence,15,HRV,LinearRidge,0.3902089604898314,0.3495789556784944
Valence,15,HRV,RF,0.3518375108017397,0.3288633887795931
Valence,15,IMU,DL,0.6341463414634146,0.6053763440860215
Valence,15,IMU,GaussianSVM,0.5219479574870768,0.495381424804813
Valence,15,IMU,KNN,0.4198742058182876,0.3982417361875285
Valence,15,IMU,LinearRidge,0.4946149948272407,0.4656442360952991
Valence,15,IMU,RF,0.4447735599233181,0.407712586692334
Valence,15,Mask-All,DL,0.7317073170731707,0.7515664160401002
Valence,15,Mask-All,GaussianSVM,0.7690821522564932,0.7498498196963983
Valence,15,Mask-All,KNN,0.6397473707567259,0.6268878627402402
Valence,15,Mask-All,LinearRidge,0.757967005498726,0.7472606606166079
Valence,15,Mask-All,RF,0.7833929159738897,0.7725336592360179
Valence,16,Annotations,DL,1.0,1.0
Valence,16,Annotations,GaussianSVM,0.7981446327620706,0.7885526528904161
Valence,16,Annotations,KNN,0.776102609867375,0.768289448778414
Valence,16,Annotations,LinearRidge,0.7855482835466394,0.7742626041178018
Valence,16,Annotations,RF,0.7955385955259238,0.7848069635802787
Valence,16,EMG A,DL,0.7560975609756098,0.7878968253968255
Valence,16,EMG A,GaussianSVM,0.7945540869738621,0.7877232997605723
Valence,16,EMG A,KNN,0.7447200071941115,0.7250810729446298
Valence,16,EMG A,LinearRidge,0.7958451965795622,0.7897583712785057
Valence,16,EMG A,RF,0.7925233462556989,0.7833479273449274
Valence,16,EMG C,DL,0.6829268292682927,0.5333333333333333
Valence,16,EMG C,GaussianSVM,0.4450666139063804,0.3925038681233179
Valence,16,EMG C,KNN,0.4058341909873609,0.3788473948436784
Valence,16,EMG C,LinearRidge,0.4272161659172768,0.3784428478006485
Valence,16,EMG C,RF,0.3850319628185568,0.3558076821073476
Valence,16,HRV,DL,0.4634146341463415,0.2725563909774436
Valence,16,HRV,GaussianSVM,0.3892756482192493,0.321688117372171
Valence,16,HRV,KNN,0.3709317864080545,0.3504618219236929
Valence,16,HRV,LinearRidge,0.4006798270711932,0.3448548569896342
Valence,16,HRV,RF,0.3507318302907257,0.3211372014653132
Valence,16,IMU,DL,0.6341463414634146,0.6283540115798181
Valence,16,IMU,GaussianSVM,0.5189913563381636,0.4907966681290803
Valence,16,IMU,KNN,0.4046329492628005,0.3851596150200447
Valence,16,IMU,LinearRidge,0.5071737954666862,0.4767627947622028
Valence,16,IMU,RF,0.4533121906072659,0.4116465875362232
Valence,16,Mask-All,DL,0.6829268292682927,0.7159090909090909
Valence,16,Mask-All,GaussianSVM,0.7591657272803922,0.7409403777813544
Valence,16,Mask-All,KNN,0.6274206848387133,0.6139253327662324
Valence,16,Mask-All,LinearRidge,0.7604407122016004,0.7481826264934484
Valence,16,Mask-All,RF,0.7756177993138568,0.7651460214538592
Valence,17,Annotations,DL,1.0,1.0
Valence,17,Annotations,GaussianSVM,0.8011689675296254,0.791835709834173
Valence,17,Annotations,KNN,0.7709148376390764,0.7648296287835042
Valence,17,Annotations,LinearRidge,0.7827402994220569,0.7713935210460745
Valence,17,Annotations,RF,0.7981930568474012,0.7878143168019253
Valence,17,EMG A,DL,0.7560975609756098,0.8039215686274511
Valence,17,EMG A,GaussianSVM,0.789844586031493,0.7831483905196318
Valence,17,EMG A,KNN,0.7406319794054966,0.7206425869772166
Valence,17,EMG A,LinearRidge,0.7943223322034654,0.7876563865021956
Valence,17,EMG A,RF,0.7716453768472824,0.7647435693026963
Valence,17,EMG C,DL,0.6829268292682927,0.6104469854469855
Valence,17,EMG C,GaussianSVM,0.4539254832555962,0.4007371086046516
Valence,17,EMG C,KNN,0.4162041616491081,0.3908236103466852
Valence,17,EMG C,LinearRidge,0.4335227543304043,0.3744615429640261
Valence,17,EMG C,RF,0.4336121436152035,0.3775308821887047
Valence,17,HRV,DL,0.4390243902439024,0.2033898305084746
Valence,17,HRV,GaussianSVM,0.3596904595899582,0.3114634132071958
Valence,17,HRV,KNN,0.3755338196430239,0.3571762933621989
Valence,17,HRV,LinearRidge,0.3899681321294996,0.3404241433054232
Valence,17,HRV,RF,0.3390955236814916,0.316541159881559
Valence,17,IMU,DL,0.6097560975609756,0.5908333333333334
Valence,17,IMU,GaussianSVM,0.5126940557304329,0.4849774075595756
Valence,17,IMU,KNN,0.412373131424305,0.3938322179271706
Valence,17,IMU,LinearRidge,0.4984748131552434,0.4708739439176457
Valence,17,IMU,RF,0.4340820005434956,0.3954580303514933
Valence,17,Mask-All,DL,0.7317073170731707,0.7601417552637066
Valence,17,Mask-All,GaussianSVM,0.7648247891805826,0.7464298529175489
Valence,17,Mask-All,KNN,0.6408203696577837,0.6246187257489
Valence,17,Mask-All,LinearRidge,0.7633386091503321,0.7466976093225068
Valence,17,Mask-All,RF,0.7699971692817064,0.7609825797203081
Valence,18,Annotations,DL,1.0,1.0
Valence,18,Annotations,GaussianSVM,0.7961775398683962,0.7859664852508546
Valence,18,Annotations,KNN,0.7718871179532742,0.7657289964199328
Valence,18,Annotations,LinearRidge,0.7801150253608651,0.7694080633476779
Valence,18,Annotations,RF,0.7924266917791837,0.7818973464393474
Valence,18,EMG A,DL,0.7317073170731707,0.7543394777265746
Valence,18,EMG A,GaussianSVM,0.7923189348924335,0.7858352328902252
Valence,18,EMG A,KNN,0.7427651946844533,0.7237639392664847
Valence,18,EMG A,LinearRidge,0.7980607759222601,0.7932668690994141
Valence,18,EMG A,RF,0.7904157116787002,0.7755211305800287
Valence,18,EMG C,DL,0.5609756097560976,0.4964590964590964
Valence,18,EMG C,GaussianSVM,0.440481976361558,0.3865286212019885
Valence,18,EMG C,KNN,0.4054309836434375,0.3825858121036639
Valence,18,EMG C,LinearRidge,0.4253481451259755,0.3710121159098756
Valence,18,EMG C,RF,0.39456185950339,0.3509131445956527
Valence,18,HRV,DL,0.4634146341463415,0.4281775572098152
Valence,18,HRV,GaussianSVM,0.3425557546990908,0.3171470814649069
Valence,18,HRV,KNN,0.3824260426580841,0.3586424418668366
Valence,18,HRV,LinearRidge,0.3937752636748985,0.334884419195941
Valence,18,HRV,RF,0.3557772808784503,0.3247671557035009
Valence,18,IMU,DL,0.6341463414634146,0.5680559750327192
Valence,18,IMU,GaussianSVM,0.5129309570967424,0.4860271146910075
Valence,18,IMU,KNN,0.421014394958361,0.4002434560979156
Valence,18,IMU,LinearRidge,0.4932670623604228,0.463811596787184
Valence,18,IMU,RF,0.460489358445892,0.4151707443912842
Valence,18,Mask-All,DL,0.6585365853658537,0.6754194855330047
Valence,18,Mask-All,GaussianSVM,0.7699454184968002,0.754280377473888
Valence,18,Mask-All,KNN,0.6430399471408994,0.6275054063224617
Valence,18,Mask-All,LinearRidge,0.7622162912092277,0.7508354743627103
Valence,18,Mask-All,RF,0.7836659044197802,0.7782423752814
Valence,19,Annotations,DL,1.0,1.0
Valence,19,Annotations,GaussianSVM,0.7952944819441627,0.7850144633627179
Valence,19,Annotations,KNN,0.762811107004118,0.7540889246684883
Valence,19,Annotations,LinearRidge,0.7803209919142919,0.7689557299960715
Valence,19,Annotations,RF,0.7921636427711607,0.7815120211439381
Valence,19,EMG A,DL,0.6585365853658537,0.6994949494949495
Valence,19,EMG A,GaussianSVM,0.7904444682867077,0.7830931576770686
Valence,19,EMG A,KNN,0.7395606761883953,0.7209815206522232
Valence,19,EMG A,LinearRidge,0.7978651531794312,0.7915606432625097
Valence,19,EMG A,RF,0.7879891515335399,0.7817800950375849
Valence,19,EMG C,DL,0.6097560975609756,0.5944416873449131
Valence,19,EMG C,GaussianSVM,0.430603703499009,0.3793959729661843
Valence,19,EMG C,KNN,0.4107772453994633,0.3839204346690296
Valence,19,EMG C,LinearRidge,0.4455020507237053,0.3938783931922598
Valence,19,EMG C,RF,0.4439685700736613,0.396035391949701
Valence,19,HRV,DL,0.3414634146341463,0.3289855072463768
Valence,19,HRV,GaussianSVM,0.357583742759756,0.3330948902402705
Valence,19,HRV,KNN,0.3870417496205444,0.3663302276821107
Valence,19,HRV,LinearRidge,0.403392754470872,0.3459483404691998
Valence,19,HRV,RF,0.3871710850760332,0.3498139264711707
Valence,19,IMU,DL,0.6341463414634146,0.5862433862433862
Valence,19,IMU,GaussianSVM,0.515592662874409,0.4894606993610779
Valence,19,IMU,KNN,0.4111799853003487,0.3892026239938412
Valence,19,IMU,LinearRidge,0.4926617425542123,0.4619972906647739
Valence,19,IMU,RF,0.4532003332763573,0.4172964992482411
Valence,19,Mask-All,DL,0.6585365853658537,0.6916666666666665
Valence,19,Mask-All,GaussianSVM,0.7674110926595901,0.7506953131232345
Valence,19,Mask-All,KNN,0.637942897308475,0.6241492821892253
Valence,19,Mask-All,LinearRidge,0.7596274614067353,0.7464476231836064
Valence,19,Mask-All,RF,0.7838631172066257,0.7763939320369614
Valence,20,Annotations,DL,1.0,1.0
Valence,20,Annotations,GaussianSVM,0.8078816679075813,0.7980811143703851
Valence,20,Annotations,KNN,0.7822822667079126,0.7759651381291571
Valence,20,Annotations,LinearRidge,0.7875527488293137,0.7760612970810786
Valence,20,Annotations,RF,0.8002266579246181,0.7922845846411322
Valence,20,EMG A,DL,0.6585365853658537,0.694965034965035
Valence,20,EMG A,GaussianSVM,0.7983340966429611,0.7915936628484455
Valence,20,EMG A,KNN,0.7486307081315827,0.7308136374477294
Valence,20,EMG A,LinearRidge,0.8064194467271293,0.7997939300223108
Valence,20,EMG A,RF,0.8020836438132045,0.7946404686761127
Valence,20,EMG C,DL,0.6585365853658537,0.6580645161290323
Valence,20,EMG C,GaussianSVM,0.4400318365823672,0.385506802582843
Valence,20,EMG C,KNN,0.4059972477341809,0.3780516368110353
Valence,20,EMG C,LinearRidge,0.4304097631765447,0.3734233890421632
Valence,20,EMG C,RF,0.4057766779381604,0.3750864893915167
Valence,20,HRV,DL,0.2439024390243902,0.2539393939393939
Valence,20,HRV,GaussianSVM,0.3528264505388456,0.3181556613477129
Valence,20,HRV,KNN,0.370782894168135,0.3486204208538527
Valence,20,HRV,LinearRidge,0.3914275855141997,0.3359637565339596
Valence,20,HRV,RF,0.3506504789276992,0.3158768429729098
Valence,20,IMU,DL,0.6585365853658537,0.6034068912117693
Valence,20,IMU,GaussianSVM,0.5208609436712351,0.4929171346088739
Valence,20,IMU,KNN,0.4071726279248984,0.3870346350892484
Valence,20,IMU,LinearRidge,0.4984640901321542,0.4701812105313212
Valence,20,IMU,RF,0.4488048734124883,0.4074974716901709
Valence,20,Mask-All,DL,0.7317073170731707,0.7468392762510409
Valence,20,Mask-All,GaussianSVM,0.7675498154367341,0.7515307220406147
Valence,20,Mask-All,KNN,0.6413670621362844,0.6276699118206724
Valence,20,Mask-All,LinearRidge,0.7667539627783152,0.7534515633858975
Valence,20,Mask-All,RF,0.7886819387174577,0.7801228258248906
Valence,21,Annotations,DL,1.0,1.0
Valence,21,Annotations,GaussianSVM,0.8028860902951549,0.7931352573856356
Valence,21,Annotations,KNN,0.7785931421945964,0.7729367071129238
Valence,21,Annotations,LinearRidge,0.784553739519709,0.7735039647074488
Valence,21,Annotations,RF,0.7943614358305928,0.7836518609364695
Valence,21,EMG A,DL,0.7073170731707317,0.714161220043573
Valence,21,EMG A,GaussianSVM,0.7880059956119756,0.7789877026858489
Valence,21,EMG A,KNN,0.7455935164929832,0.7270154087359333
Valence,21,EMG A,LinearRidge,0.7939643753336922,0.7870099037398769
Valence,21,EMG A,RF,0.7860263049794609,0.7796425510485885
Valence,21,EMG C,DL,0.6585365853658537,0.5712379045712379
Valence,21,EMG C,GaussianSVM,0.4530244472330392,0.4064577258229976
Valence,21,EMG C,KNN,0.4156659491280455,0.4026874938755553
Valence,21,EMG C,LinearRidge,0.4511832768328083,0.3958973889893294
Valence,21,EMG C,RF,0.4447985064963787,0.3949684492326417
Valence,21,HRV,DL,0.3658536585365853,0.1923076923076923
Valence,21,HRV,GaussianSVM,0.4046481509906396,0.3445519713952484
Valence,21,HRV,KNN,0.3746771075384096,0.3545636150562376
Valence,21,HRV,LinearRidge,0.397507157708928,0.3444505739704307
Valence,21,HRV,RF,0.3656149224068807,0.3335802329515418
Valence,21,IMU,DL,0.5853658536585366,0.5680493086789938
Valence,21,IMU,GaussianSVM,0.5198541121390903,0.4966392500075134
Valence,21,IMU,KNN,0.4080841953495257,0.3881275693535267
Valence,21,IMU,LinearRidge,0.4995819734436911,0.4698042923055981
Valence,21,IMU,RF,0.4331740596635716,0.3941305541701743
Valence,21,Mask-All,DL,0.8292682926829268,0.8482471776589424
Valence,21,Mask-All,GaussianSVM,0.768260930020203,0.7515955699427966
Valence,21,Mask-All,KNN,0.6416851063669681,0.6282551211953052
Valence,21,Mask-All,LinearRidge,0.7648569107400744,0.7503736065539506
Valence,21,Mask-All,RF,0.7816106310563771,0.7691865953209914
Valence,22,Annotations,DL,1.0,1.0
Valence,22,Annotations,GaussianSVM,0.8005585939036824,0.7921642964400104
Valence,22,Annotations,KNN,0.77775056557897,0.7722155418373572
Valence,22,Annotations,LinearRidge,0.7894642470421568,0.7784579242794198
Valence,22,Annotations,RF,0.800768266154387,0.7910228130742762
Valence,22,EMG A,DL,0.7560975609756098,0.7866102036700947
Valence,22,EMG A,GaussianSVM,0.8053258725126634,0.7991653339459126
Valence,22,EMG A,KNN,0.7576019164078586,0.7376773937105473
Valence,22,EMG A,LinearRidge,0.8121270323824284,0.8065891591192457
Valence,22,EMG A,RF,0.7944160323806034,0.7858502608751172
Valence,22,EMG C,DL,0.6585365853658537,0.5966490299823634
Valence,22,EMG C,GaussianSVM,0.4504402895953754,0.4012858455962402
Valence,22,EMG C,KNN,0.4263523039418125,0.401743613224717
Valence,22,EMG C,LinearRidge,0.4460610826148592,0.3917086948671412
Valence,22,EMG C,RF,0.4030606839828199,0.3761318701364813
Valence,22,HRV,DL,0.4634146341463415,0.3185185185185185
Valence,22,HRV,GaussianSVM,0.3610191330612099,0.3297025699345796
Valence,22,HRV,KNN,0.3797624130816768,0.3616598400439392
Valence,22,HRV,LinearRidge,0.3957285075352206,0.3447681391722445
Valence,22,HRV,RF,0.3546949369847959,0.3245478139307069
Valence,22,IMU,DL,0.5121951219512195,0.4823558736602214
Valence,22,IMU,GaussianSVM,0.526457897657407,0.5028094103754008
Valence,22,IMU,KNN,0.4234115434011919,0.403910020316941
Valence,22,IMU,LinearRidge,0.5082596697694152,0.4756448472965601
Valence,22,IMU,RF,0.4539902749792878,0.4205564169126717
Valence,22,Mask-All,DL,0.6585365853658537,0.6592592592592593
Valence,22,Mask-All,GaussianSVM,0.7808313321124032,0.7673351993908897
Valence,22,Mask-All,KNN,0.6492050714378665,0.633366102773514
Valence,22,Mask-All,LinearRidge,0.777078742123253,0.7672751867887002
Valence,22,Mask-All,RF,0.8004808048985884,0.7864519438516464
Valence,23,Annotations,DL,1.0,1.0
Valence,23,Annotations,GaussianSVM,0.8023548900973281,0.7920245650777074
Valence,23,Annotations,KNN,0.7758209684804843,0.7691249935361515
Valence,23,Annotations,LinearRidge,0.7865513979019002,0.774582899627225
Valence,23,Annotations,RF,0.7986510659765811,0.7878821549270636
Valence,23,EMG A,DL,0.7317073170731707,0.7608825283243887
Valence,23,EMG A,GaussianSVM,0.7845684660136049,0.7771259565885469
Valence,23,EMG A,KNN,0.7375561011798638,0.7193167111540058
Valence,23,EMG A,LinearRidge,0.7937670036933326,0.7873231112316984
Valence,23,EMG A,RF,0.7866862488316712,0.7786206591615386
Valence,23,EMG C,DL,0.6341463414634146,0.5685425685425685
Valence,23,EMG C,GaussianSVM,0.4528139854654181,0.3984598025151762
Valence,23,EMG C,KNN,0.4125313659559001,0.3892648186515305
Valence,23,EMG C,LinearRidge,0.4512793963581659,0.3921393439643432
Valence,23,EMG C,RF,0.3948216546215395,0.3703243164248354
Valence,23,HRV,DL,0.4390243902439024,0.3886792452830188
Valence,23,HRV,GaussianSVM,0.3484317449788812,0.3169632742558141
Valence,23,HRV,KNN,0.3675565572529004,0.346571716450333
Valence,23,HRV,LinearRidge,0.396278838307182,0.3463777440184369
Valence,23,HRV,RF,0.3489292666913566,0.3225322000174875
Valence,23,IMU,DL,0.5609756097560976,0.5348484848484848
Valence,23,IMU,GaussianSVM,0.5271971866043275,0.4962221953463582
Valence,23,IMU,KNN,0.4140428946936028,0.3938254346339906
